,index,entities,labels,size
1518,2787,Pharmaceutical Technology,ORG,1
1519,2853,Reinhold Ewald,PERSON,1
1520,2727,Ortiz-Catalan,PERSON,1
1521,2919,Sanjiv Baxi,PERSON,1
1522,2901,SARS-                         of origin and,ORG,1
1523,2713,Olympics,EVENT,1
1524,2513,Muhammad,PERSON,1
1525,2899,S. C. Nanita,PERSON,1
1526,2515,Muhammad Sajid et al.,PERSON,1
1527,2611,New bioroutes,GPE,1
1528,2517,Multiplexed,WORK_OF_ART,1
1529,2897,"S-curve
     ",PRODUCT,1
1530,2518,Muscle,NORP,1
1531,2519,Myco,PERSON,1
1532,2520,Myoelectric,PERSON,1
1533,2895,Russ B. Altman,PERSON,1
1534,2521,N. P. Restifo et al.,PERSON,1
1535,2522,N. P. et al.,PERSON,1
1536,2523,N3,ORG,1
1537,2894,Ruppert,PERSON,1
1538,2893,Roundup,ORG,1
1539,2716,"Omics
Technologies",ORG,1
1540,2892,Roughly two-thirds,CARDINAL,1
1541,2891,"Roughly two-
  thirds",CARDINAL,1
1542,2526,NCB News,ORG,1
1543,2890,Rossi,PERSON,1
1544,2717,Omics Technologies,ORG,1
1545,2889,Roni A. et al.,PERSON,1
1546,2529,NIPT,PRODUCT,1
1547,2531,NRGene,GPE,1
1548,2712,Olivier,PERSON,1
1549,2902,SARS-CoV-2,ORG,1
1550,2720,Oneome,ORG,1
1551,2904,SEPTEMBER 2018,DATE,1
1552,2497,"Monica
         Reinagel",PERSON,1
1553,2918,Sanger sequencing                 Administration,ORG,1
1554,2917,Sandrine Devillard,PERSON,1
1555,2498,Monica Reinagel,PERSON,1
1556,2707,Offord,ORG,1
1557,2916,"San Francisco
Council",ORG,1
1558,2612,Next,ORG,1
1559,2708,Okbay,ORG,1
1560,2709,Olave Krigolson,PERSON,1
1561,2710,Oliver Tonby,PERSON,1
1562,2913,"Sally
            Adee",PERSON,1
1563,2912,Sajid Arshad et al.,PERSON,1
1564,2503,More than 100,CARDINAL,1
1565,2711,Olivia White,PERSON,1
1566,2911,Sajal Kohli,PERSON,1
1567,2910,Saikou Y. et al.,PERSON,1
1568,2909,Saikou Y. Bah et al.,PERSON,1
1569,2504,More than 26 million,CARDINAL,1
1570,2908,SUEZ,LOC,1
1571,2906,SOMAmer,ORG,1
1572,2506,MoreGrasp,PRODUCT,1
1573,2507,Morgan Paull,ORG,1
1574,2508,"Mosa
Meat",ORG,1
1575,2509,Mosa Meat,ORG,1
1576,2510,Most white Americans,WORK_OF_ART,1
1577,2719,One ton,QUANTITY,1
1578,2535,Nanita,ORG,1
1579,2854,Rejuvenate Bio,PERSON,1
1580,2868,Roadmap Epigenomics,ORG,1
1581,2867,Rita Chung,PERSON,1
1582,2866,Rina Raphael,PERSON,1
1583,2551,National Society of Genetic Counselors,ORG,1
1584,2864,Richard Johnson,PERSON,1
1585,2552,"Natural Medicine
      Journal",ORG,1
1586,2553,Natural Medicine Journal,ORG,1
1587,2554,Nature,WORK_OF_ART,1
1588,2607,New England Journal of Medicine,ORG,1
1589,2606,"New England Journal
of Medicine",ORG,1
1590,2555,"Nature
            Communications",ORG,1
1591,2556,"Nature
          Education Knowledge",WORK_OF_ART,1
1592,2862,Richard Gray,PERSON,1
1593,2860,Ribaut,PERSON,1
1594,2859,Rhonda Turner,PERSON,1
1595,2558,"Nature
      Immunology",WORK_OF_ART,1
1596,2858,Review of Immunology,ORG,1
1597,2559,"Nature
      Reviews Cancer",WORK_OF_ART,1
1598,2560,"Nature
     Methods",WORK_OF_ART,1
1599,2561,"Nature
Biotechnology, March 2003",WORK_OF_ART,1
1600,2856,Reproductive Biomedicine & Society Online,ORG,1
1601,2855,"Reproductive Biomedicine & Society
      ",ORG,1
1602,2565,Nature Education Knowledge,ORG,1
1603,2566,Nature Immunology,ORG,1
1604,2605,"New England Journal
      ",ORG,1
1605,2568,Nature Methods,WORK_OF_ART,1
1606,2549,National Research Council,ORG,1
1607,2869,Roadmap Epigenomics Project,ORG,1
1608,2536,Nano,ORG,1
1609,2870,Robert E.,PERSON,1
1610,2537,Naperville,GPE,1
1611,2721,Onie H Adams,PERSON,1
1612,2722,Only about 12 percent,PERCENT,1
1613,2539,Nathan J. L. et al.,PERSON,1
1614,2887,Ron Sender,PERSON,1
1615,2540,"National
           Academies of Sciences, Engineering",ORG,1
1616,2723,Opender,PERSON,1
1617,2541,"National
      Academies Press",ORG,1
1618,2543,National Academy of Engineering,ORG,1
1619,2885,Ron,PERSON,1
1620,2883,Rojahn,PERSON,1
1621,2882,Rohan Lowe et al.,PERSON,1
1622,2724,Oppert,PERSON,1
1623,2725,Orbitrap,PERSON,1
1624,2878,Robotics Tomorrow,WORK_OF_ART,1
1625,2546,National Institute of General Medical Sciences,ORG,1
1626,2547,National Institute of Neurological Disorders,ORG,1
1627,2877,"Robotics
",WORK_OF_ART,1
1628,2876,Robert Wilson,PERSON,1
1629,2875,Robert Rapier,PERSON,1
1630,2874,Robert J.,PERSON,1
1631,2873,Robert F. Service,ORG,1
1632,2872,Robert F.,PERSON,1
1633,2871,Robert E. Hollingsworth,PERSON,1
1634,2548,"National Research
           Council",ORG,1
1635,2579,Nature Reviews Genetics,WORK_OF_ART,1
1636,3321,Yaakov Benenson,PERSON,1
1637,3006,Shenzhen,GPE,1
1638,3660,nearly 400,CARDINAL,1
1639,3662,nearly two decades,DATE,1
1640,3663,"necessary.177

      ",ORG,1
1641,3664,"neural
       ",PRODUCT,1
1642,3665,neuromorphic,ORG,1
1643,3667,neuroprosthetic,ORG,1
1644,3668,neuroprosthetics,ORG,1
1645,3669,neurorehabilitation,ORG,1
1646,3670,neuroscience,ORG,1
1647,3672,next three decades,DATE,1
1648,3673,omic data,ORG,1
1649,3674,omics data,ORG,1
1650,3675,"omics data
                                      ",ORG,1
1651,3676,omics.72,PRODUCT,1
1652,3678,one cubic millimeter,QUANTITY,1
1653,3679,one day,DATE,1
1654,3682,one-third,CARDINAL,1
1655,3683,only 1.28 million,CARDINAL,1
1656,3684,only 10 million gallons,QUANTITY,1
1657,3685,only 11.9 percent,PERCENT,1
1658,3686,only 2 percent,PERCENT,1
1659,3687,"only about 500,000",CARDINAL,1
1660,3661,nearly 50,CARDINAL,1
1661,3659,nearly 4 percent,PERCENT,1
1662,3509,"companies.223

     ",LAW,1
1663,3658,nearly 20 years,DATE,1
1664,3633,"more than
    820 million",CARDINAL,1
1665,3634,more than $100 billion,MONEY,1
1666,3635,more than $200 billion,MONEY,1
1667,3637,"more than 1,000",CARDINAL,1
1668,3638,more than 10 percent,PERCENT,1
1669,3639,more than 100,CARDINAL,1
1670,3640,more than 20,CARDINAL,1
1671,3641,more than 26 million,CARDINAL,1
1672,3642,"more than 360,000",CARDINAL,1
1673,3643,"more than 38,000",CARDINAL,1
1674,3644,more than 40 percent,PERCENT,1
1675,3645,more than 45 million tons,QUANTITY,1
1676,3646,more than 490,CARDINAL,1
1677,3648,more than a year,DATE,1
1678,3649,more than about 70 percent,PERCENT,1
1679,3650,more than five months,DATE,1
1680,3653,more than two million,CARDINAL,1
1681,3654,more than two-thirds,CARDINAL,1
1682,3655,movement.169,PERSON,1
1683,3656,mySupermarket.co.uk,PRODUCT,1
1684,3657,"nearly 18,000",CARDINAL,1
1685,3689,only two years,DATE,1
1686,3690,organs.279,PERSON,1
1687,3691,overnight,TIME,1
1688,3692,patient.257,ORG,1
1689,3719,roughly $25 billion to $50 billion,MONEY,1
1690,3720,roughly $40 billion to $300 billion,MONEY,1
1691,3721,roughly $50 billion to $150 billion,MONEY,1
1692,3722,roughly $60 billion to $100 billion,MONEY,1
1693,3723,"roughly 1,000",CARDINAL,1
1694,3725,roughly 30 years,DATE,1
1695,3726,roughly 400,CARDINAL,1
1696,3727,roughly 60 percent,PERCENT,1
1697,3728,roughly one-third,CARDINAL,1
1698,3729,roughly two billion by 2050,MONEY,1
1699,3730,sclerosis.270 Randomized,ORG,1
1700,3732,seen.218,PERSON,1
1701,3734,seven,CARDINAL,1
1702,3735,seven to ten years,DATE,1
1703,3736,several decades,DATE,1
1704,3737,several months,DATE,1
1705,3739,signaling).287,DATE,1
1706,3741,six months later,DATE,1
1707,3743,social security,ORG,1
1708,3744,software.198,ORG,1
1709,3745,"some
     years ago",DATE,1
1710,3718,roughly $25 billion to $45 billion,MONEY,1
1711,3717,"risks.14

    ",PERSON,1
1712,3716,rice.183,PRODUCT,1
1713,3703,postgraduate years,DATE,1
1714,3693,percent.113 Biotech,ORG,1
1715,3694,percent.167,PERSON,1
1716,3695,percent.295,ORG,1
1717,3697,pets.158,GPE,1
1718,3698,pharmacogenomics,PERSON,1
1719,3699,pharmacogenomics.289,PRODUCT,1
1720,3700,physicians.196,ORG,1
1721,3701,plant).299,PERSON,1
1722,3702,police.140,ORG,1
1723,3704,preimplantation.219,ORG,1
1724,3714,reactions.273,PRODUCT,1
1725,3705,"prevention.271

      ",ORG,1
1726,3706,prices.29,CARDINAL,1
1727,3707,prison.241,GPE,1
1728,3708,procedure.90,NORP,1
1729,3709,process.284,GPE,1
1730,3710,profiles.202,ORG,1
1731,3711,progress.75,PRODUCT,1
1732,3712,proteome,PRODUCT,1
1733,3713,protocols.156,ORG,1
1734,3630,misused.185,ORG,1
1735,3628,millions of years,DATE,1
1736,3625,"microfabrication technology
",ORG,1
1737,3566,everyday,DATE,1
1738,3538,do.209,GPE,1
1739,3539,dozens,CARDINAL,1
1740,3540,dura,ORG,1
1741,3541,dural repair patch,ORG,1
1742,3543,eLife,WORK_OF_ART,1
1743,3545,early 2019,DATE,1
1744,3546,early 2020,DATE,1
1745,3547,early days,DATE,1
1746,3549,economies.180,ORG,1
1747,3551,eds.,ORG,1
1748,3552,effects.160 Funding,ORG,1
1749,3553,eight,CARDINAL,1
1750,3554,eight million,CARDINAL,1
1751,3556,"engagement.153

     ",WORK_OF_ART,1
1752,3557,engineering.150,PERSON,1
1753,3558,entail.154,ORG,1
1754,3559,epigenomics,GPE,1
1755,3560,eu,ORG,1
1756,3561,every 18 months,DATE,1
1757,3562,every day,DATE,1
1758,3563,every ten minutes,TIME,1
1759,3537,disorders.104 Advances,FAC,1
1760,3536,diseases.231,PERSON,1
1761,3535,"disease.66

Genomic",ORG,1
1762,3521,descendants.122,ORG,1
1763,3511,customers.139 Improved,ORG,1
1764,3512,daily,DATE,1
1765,3513,data analytics,ORG,1
1766,3514,day.272,PERSON,1
1767,3515,days,DATE,1
1768,3516,de novo,ORG,1
1769,3517,deaths.252,PERSON,1
1770,3518,decade,DATE,1
1771,3520,deployed.155,PERSON,1
1772,3522,design.189 Biofuels,ORG,1
1773,3534,disease.268,ORG,1
1774,3523,"developed.127
     ",WORK_OF_ART,1
1775,3524,"developing.265



",ORG,1
1776,3525,"development).281

",ORG,1
1777,3526,diabetes.239,PERSON,1
1778,3527,died.124,PERSON,1
1779,3528,diet,ORG,1
1780,3529,"diet.353
",LOC,1
1781,3531,digital technologies,ORG,1
1782,3533,disease.228,ORG,1
1783,3564,every two years,DATE,1
1784,3567,"example.14


",ORG,1
1785,3623,miRNA,PERSON,1
1786,3568,excl,NORP,1
1787,3597,infections.234,ORG,1
1788,3598,intragenic,ORG,1
1789,3599,just $100,MONEY,1
1790,3601,laboratories.225,PERSON,1
1791,3602,"late
  2018",DATE,1
1792,3603,late 2019,DATE,1
1793,3604,later that year,DATE,1
1794,3605,"less than $1,000.59",MONEY,1
1795,3606,less than $100.10,MONEY,1
1796,3607,less than $100.60,MONEY,1
1797,3608,less than $12,MONEY,1
1798,3609,less than 0.1 percent,PERCENT,1
1799,3611,less than 15 percent,PERCENT,1
1800,3612,less than hundreds,CARDINAL,1
1801,3613,lipids.11,GPE,1
1802,3614,magnetoencephalography,ORG,1
1803,3615,malaria.22,ORG,1
1804,3616,"manually.114
     ",ORG,1
1805,3617,many more years,DATE,1
1806,3620,medicine.103 Ever-,PERSON,1
1807,3622,methods.24,ORG,1
1808,3596,industries.101,ORG,1
1809,3595,immunomics,ORG,1
1810,3594,iTunes,ORG,1
1811,3581,fourth,ORDINAL,1
1812,3569,fairness.151,PERSON,1
1813,3570,fall 2019,DATE,1
1814,3571,feasible.165,PERSON,1
1815,3572,fermentation.96,ORG,1
1816,3575,five megabytes,QUANTITY,1
1817,3576,five-year,DATE,1
1818,3577,food.210,GPE,1
1819,3579,four years later,DATE,1
1820,3580,four-year,DATE,1
1821,3582,functionality.286 Companies,ORG,1
1822,3593,hundreds or even thousands,CARDINAL,1
1823,3583,funding.53 Biosystems,ORG,1
1824,3584,gathered.138,ORG,1
1825,3585,gene.248,PERSON,1
1826,3586,genes.70,PERSON,1
1827,3587,green energy,GPE,1
1828,3588,groups.147,ORG,1
1829,3589,haematological,PERSON,1
1830,3591,"handled.123


  ",PERSON,1
1831,3592,hundreds of years,DATE,1
1832,3746,"spectroscopy.9

Glycomics",ORG,1
1833,3747,spreading.229,PERSON,1
1834,3749,strands.62,CARDINAL,1
1835,3932,transcriptomics,ORG,1
1836,3901,"the past five
to ten years",DATE,1
1837,3902,the past five to ten years,DATE,1
1838,3903,the past five years,DATE,1
1839,3904,the past half-century,DATE,1
1840,3905,the past ten years,DATE,1
1841,3907,the past two years,DATE,1
1842,3908,the past.12 Precision,ORG,1
1843,3909,the previous year,DATE,1
1844,3910,the red planet,LOC,1
1845,3912,the year,DATE,1
1846,3913,the years,DATE,1
1847,3915,the “big four” of healthcare; agriculture; consumer products and services;,EVENT,1
1848,3916,them.262,ORG,1
1849,3917,therapeutics,ORG,1
1850,3919,this North Face x Spiber,ORG,1
1851,3921,thousands of years,DATE,1
1852,3923,three months,DATE,1
1853,3924,three to five days,DATE,1
1854,3925,three to five days old,DATE,1
1855,3928,times.16 Further,FAC,1
1856,3930,traits.200,FAC,1
1857,3900,the past few decades,DATE,1
1858,3898,the past century,DATE,1
1859,3897,the past 20 years or so,DATE,1
1860,3881,the next one,DATE,1
1861,3870,the first 20 years,DATE,1
1862,3871,the first quarter,DATE,1
1863,3872,"the last two
decades",DATE,1
1864,3873,the late 1980s,DATE,1
1865,3874,"the mid-1940s to
                                      1950s",DATE,1
1866,3875,the mid-2000s,DATE,1
1867,3876,the months,DATE,1
1868,3877,the next 30 years,DATE,1
1869,3880,the next five years,DATE,1
1870,3882,the next one to two decades,DATE,1
1871,3896,the past 20 years,DATE,1
1872,3883,the next ten,DATE,1
1873,3884,"the next ten
    to 20 years",DATE,1
1874,3886,"the next ten to
",DATE,1
1875,3887,"the next ten to
                                      20 years",DATE,1
1876,3888,"the next ten to
  20 years",DATE,1
1877,3890,"the next ten to 20 years
",DATE,1
1878,3892,the next three decades,DATE,1
1879,3894,the next two to three years,DATE,1
1880,3895,the normal three months,DATE,1
1881,3931,traits.296,ORG,1
1882,3933,"transplants.76
     Progress",PRODUCT,1
1883,3867,the early 2000s,DATE,1
1884,3934,treatment.292,PERSON,1
1885,3964,www.mckinsey.com/mgi/publications/multimedia/,PRODUCT,1
1886,3967,years ago,DATE,1
1887,3968,years.94,NORP,1
1888,3970,"| Brussels
                                                                         ",ORG,1
1889,3971,© Andresr,PERSON,1
1890,3972,© BSIP,PERSON,1
1891,3973,© D-Keine,PERSON,1
1892,3974,© EThamPhoto,PERSON,1
1893,3976,"”
Endocrine Reviews, December 2019, Volume 40,",WORK_OF_ART,1
1894,3977,"” BMJ Open,",WORK_OF_ART,1
1895,3978,"” Molecular
      Therapy, Oncolytics",WORK_OF_ART,1
1896,3979,"” Philosophical Transactions of the Royal Society B, Biological Sciences",WORK_OF_ART,1
1897,3980,"” Physiological Reviews, Volume 97, Issue 2, April 2017.
                                      ",WORK_OF_ART,1
1898,3981,” Trends in Plant Science,WORK_OF_ART,1
1899,3982,€6.1 million,MONEY,1
1900,3986, Extraction of raw,ORG,1
1901,3988, Genetic,ORG,1
1902,3989, Mapping,ORG,1
1903,3990, Mental,ORG,1
1904,3991, Personalized,ORG,1
1905,3992, Pet,ORG,1
1906,3963,world.120,ORG,1
1907,3961,weak.174,ORG,1
1908,3960,way.129,ORG,1
1909,3948,up to 60 percent,PERCENT,1
1910,3935,treatments.194,GPE,1
1911,3936,trials.274,ORG,1
1912,3939,two decades,DATE,1
1913,3940,two weeks,DATE,1
1914,3941,two years,DATE,1
1915,3942,"two years
      later",DATE,1
1916,3944,uBiome,GPE,1
1917,3945,up to $4 trillion,MONEY,1
1918,3946,up to 100,CARDINAL,1
1919,3949,up to eight,CARDINAL,1
1920,3959,vivo,GPE,1
1921,3950,up to ten,CARDINAL,1
1922,3951,use.1,ORG,1
1923,3952,used.18,ORG,1
1924,3953,"vaccines.237


",PERSON,1
1925,3954,value.246,FAC,1
1926,3955,vi   ,ORG,1
1927,3956,viromics,PERSON,1
1928,3957,viruses.261,ORG,1
1929,3958,vitamins.13 Mapping,ORG,1
1930,3869,the end of 2018,DATE,1
1931,3866,the early 1990s,DATE,1
1932,3750,supervision.179,ORG,1
1933,3807,"the Human Genome
                                      Project",ORG,1
1934,3783,"the Bio Revolution
     ",EVENT,1
1935,3784,"the Biological Weapons
     Convention",ORG,1
1936,3785,the COVID‑19 crisis                    and stem cells were,WORK_OF_ART,1
1937,3786,the Cassava Virus Action Project,ORG,1
1938,3787,the Cavendish Laboratory,FAC,1
1939,3788,the Department of Systems,ORG,1
1940,3789,the Digital Revolution,EVENT,1
1941,3790,the ENCyclopedia of DNA Elements,ORG,1
1942,3791,the Encyclopedia of DNA Elements,ORG,1
1943,3792,the European Bioinformatics Institute,ORG,1
1944,3793,"the European Commission Directorate-General
            Energy",ORG,1
1945,3794,the European Commission Directorate-General Energy,ORG,1
1946,3795,"the European Committee for
      Standardization",ORG,1
1947,3797,"the European Union
           ",ORG,1
1948,3799,the Future of Humanity,WORK_OF_ART,1
1949,3800,the General Data Protection Regulation,ORG,1
1950,3801,"the Global
        Burden of Disease",PRODUCT,1
1951,3802,"the Hawaii
      Space Exploration Analog and Simulation",LOC,1
1952,3803,"the Health Insurance Portability
     and Accountability Act",ORG,1
1953,3804,the Hero Arm,PERSON,1
1954,3805,"the Human
  Genome Project",ORG,1
1955,3782,"the Bio Revolution
",EVENT,1
1956,3780,"the Bio
  Revolution",ORG,1
1957,3779,"the Asilomar Conference
     ",EVENT,1
1958,3763,"tests.13

    ",PERSON,1
1959,3751,"system.254

      Research",ORG,1
1960,3752,systems.199,GPE,1
1961,3753,"technologies.148



",PRODUCT,1
1962,3754,technologies.61 Current,ORG,1
1963,3756,"ten
years ago",DATE,1
1964,3757,"ten to 20
  years",DATE,1
1965,3759,ten to 50,CARDINAL,1
1966,3760,ten-year,DATE,1
1967,3762,testing.242,CARDINAL,1
1968,3764,that year,DATE,1
1969,3778,the Asilomar Conference,FAC,1
1970,3765,"the
           first 20 years",DATE,1
1971,3766,"the
          first 20 years",DATE,1
1972,3767,the 1940s and 1950s,DATE,1
1973,3768,the 1980s,DATE,1
1974,3770,the 2014 World Cup,EVENT,1
1975,3772,the Agri-Food Sector,ORG,1
1976,3773,the Argus II,PRODUCT,1
1977,3774,"the Asilomar
        Conference",ORG,1
1978,3776,"the Asilomar
  Conference",ORG,1
1979,3806,the Human Brain Project,ORG,1
1980,3808,"the Human Genome
  Project",ORG,1
1981,3865,"the early
  years",DATE,1
1982,3810,"the Human Proteome
     Project",ORG,1
1983,3840,"the United
",GPE,1
1984,3841,"the United


",ORG,1
1985,3842,"the United
           States",GPE,1
1986,3843,"the United
     Kingdom",GPE,1
1987,3847,"the United Nations Food and Agriculture
    Organization",ORG,1
1988,3848,the United Nations Sustainable Development,ORG,1
1989,3850,the United States: Research,GPE,1
1990,3851,"the University of California, Berkeley",ORG,1
1991,3852,"the University of California, San
      ",ORG,1
1992,3853,the University of Chicago,ORG,1
1993,3854,the University of Stuttgart,ORG,1
1994,3855,the University of Washington,ORG,1
1995,3856,the World Health Organization,ORG,1
1996,3857,"the World Health Organization
",ORG,1
1997,3858,the additional healthy years,DATE,1
1998,3859,the age of 50,DATE,1
1999,3860,the age of 70,DATE,1
2000,3861,"the coming
decade",DATE,1
2001,3862,the coming decade,DATE,1
2002,3863,the coming few decades,DATE,1
2003,3864,the coming ten years,DATE,1
2004,3839,"the US National Institutes
     of Health",ORG,1
2005,3838,the US Food and Drug Administration,ORG,1
2006,3837,the US FDA,ORG,1
2007,3822,the Mars Habitat,LOC,1
2008,3811,the IHME Global Burden of Disease,LAW,1
2009,3812,"the Industrial
Revolution",ORG,1
2010,3814,"the Institute for Health
  Metrics and Evaluation",ORG,1
2011,3816,the Institute for Health Metrics and Evaluation,ORG,1
2012,3817,"the Intergovernmental
        Panel on Climate Change",ORG,1
2013,3818,the Intergovernmental Panel on Climate Change,ORG,1
2014,3819,"the International Civil Aviation
      Organization",ORG,1
2015,3820,the International Energy,ORG,1
2016,3821,the International Space Station,FAC,1
2017,3823,the McKinsey Global Institute,ORG,1
2018,3836,"the Study of
           Bioethical Issues",ORG,1
2019,3824,"the McKinsey Global Institute
",ORG,1
2020,3825,"the Medical Research Council
",ORG,1
2021,3826,the Mexican National Institute of Genomic Medicine,ORG,1
2022,3827,"the National
     Research Council",ORG,1
2023,3829,"the National Academy
of Sciences",ORG,1
2024,3831,the National Higher French Institute of Aeronautics and Space,ORG,1
2025,3832,the National Science Advisory Board for Biosecurity,ORG,1
2026,3833,the Nuffield Foundation,ORG,1
2027,3835,the Shanghai Biochip Corporation,ORG,1
2028,3510,computation.91,ORG,1
2029,3507,coatings.97,ORG,1
2030,3007,Shinji Nishimoto et al.,PERSON,1
2031,3167,Thomas Lenarz,PERSON,1
2032,3169,Thomas R.,PERSON,1
2033,3170,Thomas R. Insel,PERSON,1
2034,3171,Thomas Schmidt,PERSON,1
2035,3172,Thomas Vahlenkamp,PERSON,1
2036,3174,Thryve,GPE,1
2037,3175,Tiensuu,ORG,1
2038,3176,Tilman Tacke,PERSON,1
2039,3177,Tim Beacom,PERSON,1
2040,3178,Tim Dickson,PERSON,1
2041,3179,Tim Sandle,PERSON,1
2042,3180,Timo,PERSON,1
2043,3181,Timothy A. Blauwkamp et al.,PERSON,1
2044,3182,Timothy A. et al.,PERSON,1
2045,3184,"Tissue Engineering Part B, Reviews",WORK_OF_ART,1
2046,3185,Tobias Silberzahn,PERSON,1
2047,3186,Toby,PERSON,1
2048,3187,Toby Overmaat et al.,PERSON,1
2049,3188,Toby et al.,PERSON,1
2050,3190,"Today, October 2, 2019",DATE,1
2051,3191,Tom Brennan,PERSON,1
2052,3192,Tom Colocci,PERSON,1
2053,3168,Thomas N.,PERSON,1
2054,3166,Thomas Douglas,PERSON,1
2055,3506,closing.67 New,ORG,1
2056,3164,Thomas A. Hamilton et al.,PERSON,1
2057,3134,"The Human Genome Project
  ",ORG,1
2058,3136,The Human MicroBiome Project,WORK_OF_ART,1
2059,3137,The Human Microbiome,WORK_OF_ART,1
2060,3138,The Human Microbiome Project,WORK_OF_ART,1
2061,3139,The Image Bank Unreleased/Getty,ORG,1
2062,3140,The Immortal Life of Henrietta Lacks,WORK_OF_ART,1
2063,3142,The MGI Council,ORG,1
2064,3143,The McKinsey Global Institute,ORG,1
2065,3144,The Miami Project to Cure Paralysis,ORG,1
2066,3146,"The National Academies
      Press",ORG,1
2067,3149,The North Face,WORK_OF_ART,1
2068,3150,The Philippine Department of Agriculture Bureau of Plant Industry,ORG,1
2069,3152,The US Food and Drug Administration,ORG,1
2070,3153,The United Nations,ORG,1
2071,3155,"The United States
     ",GPE,1
2072,3156,The World Health Organization,ORG,1
2073,3158,Thermo Fisher,ORG,1
2074,3159,Thilo Rattay,ORG,1
2075,3161,Third Generation Sequencing,WORK_OF_ART,1
2076,3162,"This
area",LOC,1
2077,3163,Thomas,PERSON,1
2078,3193,Tomorrow,DATE,1
2079,3194,Tony Hansen,PERSON,1
2080,3196,Trace Genomics,ORG,1
2081,3198,Transcranial,WORK_OF_ART,1
2082,3240,UW,ORG,1
2083,3241,Unaligned,NORP,1
2084,3242,Undercurrent News,ORG,1
2085,3243,UniProt,NORP,1
2086,3244,UniProt,PERSON,1
2087,3245,United,ORG,1
2088,3247,"United States Department of
Agriculture",ORG,1
2089,3248,University of California,ORG,1
2090,3249,"University of California, Davis",ORG,1
2091,3250,"University of Nebraska
     Medical Center",ORG,1
2092,3251,University of Washington Center for Ecogenetics and Environmental Health,ORG,1
2093,3252,VY-AADC,GPE,1
2094,3253,Valentino M. et al.,PERSON,1
2095,3254,Valeria Chichagova et al.,PERSON,1
2096,3255,Valeria et al.,PERSON,1
2097,3256,Value,ORG,1
2098,3258,Varghese,PERSON,1
2099,3261,Veritas,ORG,1
2100,3262,Veritas Genetics,ORG,1
2101,3263,Verve,PRODUCT,1
2102,3264,Verve Therapeutics,ORG,1
2103,3239,USAF Counterproliferation Center,ORG,1
2104,3238,"USA Today,",ORG,1
2105,3235,US National Human Genome Research Institute,ORG,1
2106,3213,Turnbaugh,GPE,1
2107,3200,Transcriptomics,ORG,1
2108,3201,Transgenic,ORG,1
2109,3206,Tubular,PRODUCT,1
2110,3207,Tucker Bailey,PERSON,1
2111,3208,Tula,PERSON,1
2112,3209,Turing,ORG,1
2113,3210,"Turkish Online Journal of Educational
Technology",ORG,1
2114,3211,Turkish Online Journal of Educational Technology,ORG,1
2115,3212,Turna Ray,PERSON,1
2116,3215,Tyler Ellis,PERSON,1
2117,3233,US Food and Drug,ORG,1
2118,3216,Tyson Ventures,ORG,1
2119,3219,T‑cell,MONEY,1
2120,3220,T‑cell,PRODUCT,1
2121,3221,T‑cells,PERSON,1
2122,3223,UChicago Medicine,ORG,1
2123,3224,UEZ,ORG,1
2124,3225,UHB NHS Foundation Trust Research and Innovation,ORG,1
2125,3228,UN Environment Programme,ORG,1
2126,3231,US Department of Health and Human Services,ORG,1
2127,3133,The Human Cell Atlas,WORK_OF_ART,1
2128,3132,The Hastings Center Report,ORG,1
2129,3131,"The Hastings Center
Report",ORG,1
2130,3067,Steven L. Chown et al.,PERSON,1
2131,3042,Spot Films Ltd.,ORG,1
2132,3044,Sree Ramaswamy,PERSON,1
2133,3045,Sriram Kosuri,PERSON,1
2134,3047,Startup LogicInk,PERSON,1
2135,3048,States Department of Defense,ORG,1
2136,3049,Statista,PERSON,1
2137,3050,Stefanie Kind et al.,PERSON,1
2138,3051,Stefanie et al.,PERSON,1
2139,3052,Stem cell timeline:,WORK_OF_ART,1
2140,3053,Stephanie James et al.,PERSON,1
2141,3054,Stephanie Miceli,PERSON,1
2142,3055,Stephanie et al.,PERSON,1
2143,3056,Stephany Tandy-Connor et al.,PERSON,1
2144,3057,Stephany et al.,PERSON,1
2145,3058,Stephen Chen,PERSON,1
2146,3060,Steve,PERSON,1
2147,3061,Steve Horvath,PERSON,1
2148,3062,Steven A. Narod,PERSON,1
2149,3063,"Steven A.,",PERSON,1
2150,3064,Steven D. Harvey,PERSON,1
2151,3065,Steven E.,PERSON,1
2152,3041,Space Daily,ORG,1
2153,3040,South Korea,GPE,1
2154,3038,Sourcebooks,PERSON,1
2155,3021,Simone Preuss,PERSON,1
2156,3008,Shinji et al.,PERSON,1
2157,3010,Shio Meats,ORG,1
2158,3011,Shiok Meats,PERSON,1
2159,3012,Short-stature corn on the way,WORK_OF_ART,1
2160,3013,Shrina Poojara,PERSON,1
2161,3015,Sigal Samuel,PERSON,1
2162,3018,"Silicon Valley
                                                                             ",LOC,1
2163,3019,Simone,PERSON,1
2164,3020,Simone Gammeri,PERSON,1
2165,3024,Since 2000,DATE,1
2166,3037,Sooam,GPE,1
2167,3026,Singularity Hub,GPE,1
2168,3027,Sinica,PERSON,1
2169,3028,Sinogene,PERSON,1
2170,3031,Society,WORK_OF_ART,1
2171,3032,Society of Human Genetics,ORG,1
2172,3033,Somalogic,GPE,1
2173,3034,Sonia,PERSON,1
2174,3035,Sonia Avalos,PERSON,1
